group_id,action,product_id,current_name,canonical_name,brand,category_id
1,KEEP,9947d8b6-41ab-4f2d-85de-87bcd66b5873,Endo Z,Endo Z,,
1,MERGE,36eab931-a0ce-40fd-aed7-a942857da156,Fresa Endo-Z,Endo Z,Microdont,
2,MERGE,e2817ea2-954f-480c-8748-0eb02d1ebc30,Dycal USA,Dycal USA – Dentsply,Dentsply,
2,KEEP,ad0c0efa-3fc7-4f33-8a46-12720a2a1083,Dycal USA – Dentsply,Dycal USA – Dentsply,,
2,MERGE,898646d8-599f-4593-affb-3d8c0518d096,Dycal Usa -Dentsply Sirona,Dycal USA – Dentsply,,
3,KEEP,8e57c3ad-b557-478c-bba3-5d8c1dd091f6,Mango Espejo,Mango Espejo,,
3,MERGE,5c5521d9-31f1-49ae-bf7d-58afc89f6c63,Mango Para Espejo,Mango Espejo,,
4,MERGE,f688b06e-67ed-47c8-a7b1-cf6cd9d72b7c,VITTRA APS 4G,"Vittra Aps 4grs, FGM",,
4,KEEP,42195faa-fe98-4ddc-bece-7e314e414017,"Vittra Aps 4grs, FGM","Vittra Aps 4grs, FGM",,
5,KEEP,57a0bdb4-1aaf-4413-9cda-9ea985a98257,Arco De Young,Arco De Young,Gipfel,
5,MERGE,86b15151-ef4b-4f59-b97d-7600e0f2a219,Arco de Young,Arco De Young,Gipfel,
6,KEEP,fc639c57-08b6-48ea-9523-38e44cf6e58a,Aplicador MTA,Aplicador MTA,Gipfel,
6,MERGE,2e8d4653-0f1b-4cba-a8c7-7146fb1209db,Aplicador de MTA,Aplicador MTA,,
7,KEEP,f4a845c5-0143-4175-8d18-6c0f75d625eb,LASER PIOON H1,LASER PIOON H1,,
7,MERGE,8c2dd001-b397-46b7-b858-7b9d8dba98f2,Laser Diodo  Pioon H1,LASER PIOON H1,,
8,KEEP,5e94343a-a24c-46eb-bf75-604df0991b94,Espatula Godiva,Espatula Godiva,,
8,MERGE,22165ea1-2c16-4ce2-9f70-fa1d65b501e9,Espátula Godiva,Espatula Godiva,Genérico,1c12aa72-c677-4afa-b331-5b89bcffb6c9
9,KEEP,46ae0e2f-688f-45a5-998f-ec31316ed91c,Espejo Numero 5,Espejo Numero 5,Genérico,1c12aa72-c677-4afa-b331-5b89bcffb6c9
9,MERGE,d4dec981-b177-4687-8154-7b76c23c7007,Espejo Importado Numero 5,Espejo Numero 5,,
9,MERGE,9c4840b6-13fa-45b6-9018-6982a26284d2,Espejo Dental Número 5,Espejo Numero 5,Genérico,1c12aa72-c677-4afa-b331-5b89bcffb6c9
10,KEEP,8a53251c-ba58-435c-adec-d94475dd1bad,Tallador Ward 1,Tallador Ward 1,Medinox,
10,MERGE,f9d306ce-39c4-4c57-9592-fa363a706bb5,Tallador Ward Nº 1,Tallador Ward 1,,
10,MERGE,fbe24791-7a87-4b5a-9490-551345acc924,Tallador Ward #1 Medinox,Tallador Ward 1,Medinox,
11,KEEP,24c9c274-918a-4b18-b2fa-657e1f8ed74f,RELYX TEMP NE 3M,RELYX TEMP NE 3M,,
11,MERGE,2830a264-09a9-404b-992d-fa78fe4e2307,3M Relyx Temp NE,RELYX TEMP NE 3M,Solventum,
12,KEEP,c9d5f2a2-f114-421c-af9e-ef041d0ff61a,Loseta De Vidrio,Loseta De Vidrio,Otros,
12,MERGE,a54d1ec0-1ec9-471e-9601-5f9480100eb4,Loseta de vidrio,Loseta De Vidrio,Otros,
13,KEEP,cf1cde13-7707-4fbc-b3f5-2bd7a7d6aa6a,Cuchillo De Yeso,Cuchillo De Yeso,,
13,MERGE,2f3a088f-c206-4e61-9810-636df0ee5001,Cuchillo de Yeso,Cuchillo De Yeso,Genérico,
14,KEEP,e44b2369-9cf2-4166-aef2-e2de2c51c038,Opallis Flow FGM,Opallis Flow FGM,FGM,
14,MERGE,23fb87e4-9b0e-4117-bb9e-6bd3f81e16b5,Composite Opallis Flow FGM,Opallis Flow FGM,FGM,
15,KEEP,e4d5528d-dab3-4756-8d2f-88ffcb54e817,Endo ICE Maquira,Endo ICE Maquira,Maquira,
15,MERGE,4b78661f-f631-4263-afbe-06dcd141a447,Endo Ice -200ml Maquira,Endo ICE Maquira,,
15,MERGE,549e2fa2-137e-42d5-adbd-8ce6aa9e40c1,Endo Ice Spray Maquira,Endo ICE Maquira,Maquira,
16,KEEP,64f3b548-1c82-4cf6-bb97-87ae4980e577,Mechero de Vidrio,Mechero de Vidrio,Genérico,
16,MERGE,015f2bc8-47a6-4940-8af5-d0df0174a6ad,Mechero de vidrio,Mechero de Vidrio,Genérico,
16,MERGE,47ef8841-76f0-451e-a3dd-815da5b6d1ce,Mechero De Vidrio,Mechero de Vidrio,,
17,KEEP,62d4fed3-9e04-4148-b2dd-a0cae72931ab,Pilar Estético 0°,Pilar Estético 0°,,
17,MERGE,52cba81f-3946-414a-b1ee-e3bb67076817,Pilar Estético Peek 0°,Pilar Estético 0°,,
18,KEEP,c7f0493a-b2a1-4af5-9ce7-33d78838427b,4 Microbrush Fino,4 Microbrush Fino,Genérico,
18,MERGE,2a44f671-5b24-4347-bc9e-4641a3148b18,4 Microbrush Super Fino,4 Microbrush Fino,Genérico,
19,KEEP,c25b70ec-b25c-43fa-b5a2-18acf0cd9415,Cureta Gracey 1/2,Cureta Gracey 1/2,Gipfel,
19,MERGE,18e71076-c879-47e2-9f17-43e1f2e0c284,Cureta Gracey Importada 1/2,Cureta Gracey 1/2,,
20,KEEP,e3f96a80-5e42-492d-a6e5-4161d1333105,Cureta Gracey 7/8,Cureta Gracey 7/8,Gipfel,
20,MERGE,61d098a4-1a3e-4f83-869a-b410845de023,Cureta Gracey Importada 7/8,Cureta Gracey 7/8,,
21,KEEP,e9aa79d4-5be5-40f5-82a8-253c958b4f4f,Juvederm Ultra XC,Juvederm Ultra XC,Allergan,8b54e511-b1da-4281-b37b-182395ad0772
21,MERGE,4368c3a5-b13f-4d8f-aa7e-6221bef8179f,Juvederm Ultra Plus XC,Juvederm Ultra XC,Allergan,8b54e511-b1da-4281-b37b-182395ad0772
22,KEEP,58fd7af0-cfdf-4400-93a6-ebe293139f8a,Prosil Silano FGM,Prosil Silano FGM,FGM,fe3759d1-e08d-43ec-b9e7-f4ecb45827a4
22,MERGE,e4c223d3-c833-4456-b006-2f3d6abba0e2,Silano Prosil 4ml FGM,Prosil Silano FGM,FGM,fe3759d1-e08d-43ec-b9e7-f4ecb45827a4
23,KEEP,1ee73a86-4994-4067-8306-f60bf0c621e3,Pinza Kelly Curva,Pinza Kelly Curva,,1c12aa72-c677-4afa-b331-5b89bcffb6c9
23,MERGE,e588faa9-d678-46fb-85c4-ff9f908e3eb1,Pinza Kelly Curva 14cm,Pinza Kelly Curva,,1c12aa72-c677-4afa-b331-5b89bcffb6c9
24,KEEP,1f5a3dcc-7925-42a3-8543-a77ad9d0e94b,Tijera Mayo 14 cm,Tijera Mayo 14 cm,Eksa Dental,
24,MERGE,34fe6014-2f14-4df1-94ef-ce8043aafc47,Tijera Mayo Recta A-A 14 Cm,Tijera Mayo 14 cm,,
25,KEEP,e536a7fe-d647-4387-a2c6-8a44e12d2991,Cureta Gracey 5/6,Cureta Gracey 5/6,Gipfel,
25,MERGE,5c581b7a-cd95-4586-81ce-e86b4f9d9c65,Cureta Gracey Importada 5/6,Cureta Gracey 5/6,,
26,MERGE,32c25d25-4eee-4d64-8647-7012e737c56d,Lima K Access 21mm,Lima K M – Access 21mm Dentsply,,
26,KEEP,ffd783c1-7258-4645-8c7c-dd48ce4e6d2b,Lima K M – Access 21mm Dentsply,Lima K M – Access 21mm Dentsply,Dentsply,e4a0a58e-7f39-48fb-88bf-ab3c35beeda3
27,MERGE,96b647a8-738d-476c-a3c2-c1257be44198,Lima K Access 25mm,Lima K M – Access 25mm Dentsply,Dentsply,
27,KEEP,527a8804-dc89-4cff-85bc-6ec4da221ff3,Lima K M – Access 25mm Dentsply,Lima K M – Access 25mm Dentsply,Dentsply,e4a0a58e-7f39-48fb-88bf-ab3c35beeda3
27,MERGE,6a556981-f007-4457-912b-8ad7de99a4ea,Lima K Access 25mm #50,Lima K M – Access 25mm Dentsply,Dentsply,
27,MERGE,09de4ab4-b091-41c4-849d-25b32f047539,Lima K Access 25mm #45,Lima K M – Access 25mm Dentsply,Dentsply,
27,MERGE,fd9a8a30-ada5-4556-81d3-f303f4271dd4,Lima K Access 25mm #20,Lima K M – Access 25mm Dentsply,Dentsply,
27,MERGE,6da8e13e-3403-4b5b-b8c4-02d8297eff40,Lima K Access 25mm #30,Lima K M – Access 25mm Dentsply,,
27,MERGE,b564469c-c4ed-4baa-80d0-7cd108ae8a17,Lima K Access 25mm #15,Lima K M – Access 25mm Dentsply,Dentsply,
27,MERGE,2560412f-f31e-4182-95e5-3ec2162e0b42,Lima K Access 25mm #35,Lima K M – Access 25mm Dentsply,Dentsply,
27,MERGE,4ed8a8b5-065b-40c4-9bcb-924c0307c86d,Lima K Access 25mm #55,Lima K M – Access 25mm Dentsply,Dentsply,
27,MERGE,24cc93d6-5090-4443-944f-faf3af102a2f,Lima K Access 25mm #80,Lima K M – Access 25mm Dentsply,Dentsply,
27,MERGE,9d022105-be3c-44b9-baa0-22206784abe6,Lima K Access 25mm #25,Lima K M – Access 25mm Dentsply,Dentsply,
28,KEEP,aaa1d851-b479-4b99-add5-a99c6c6b4ea9,Calibrador De Cera,Calibrador De Cera,,
28,MERGE,d1255f13-2ba7-4794-91ca-3f8ff16240a0,Calibrador de Cera,Calibrador De Cera,Eksa Dental,1c12aa72-c677-4afa-b331-5b89bcffb6c9
29,KEEP,52e90aee-2f09-4666-bc00-d449693da0c3,Yeso Piedra Velmix,Yeso Piedra Velmix,Velmix,
29,MERGE,dfa8163e-a0a9-4ae8-8c52-846bd59b4aec,Yeso piedra Velmix Amarillo,Yeso Piedra Velmix,Velmix,
30,KEEP,5dbdedb1-ab3d-4afe-bfe8-bc0d1e4520f1,Sonda Caries Curva,Sonda Caries Curva,Gipfel,1c12aa72-c677-4afa-b331-5b89bcffb6c9
30,MERGE,54835c4e-6990-45cd-b895-810c156a5462,Sonda de caries curva Medinox,Sonda Caries Curva,Medinox,
30,MERGE,b9f074cc-10da-4c3b-b3ce-a6096dcbd788,Sonda Caries Curva SILVER,Sonda Caries Curva,Gipfel,
30,MERGE,58ee0c4c-a3f7-44ae-b75f-7198b46c5491,Sonda Caries Curva BLACK,Sonda Caries Curva,Gipfel,
30,MERGE,3b08a3d4-e828-46cd-bc37-aeb13c81f402,Sonda Caries Curva BLUE,Sonda Caries Curva,Gipfel,
31,KEEP,b1cd4e2a-0ba4-42d7-882d-9ae3be34a184,Tijera Encia Curva,Tijera Encia Curva,Genérico,
31,MERGE,2cd5cc60-a776-4083-b5f4-c8c501e3c0f6,Tijera de Encia Curva,Tijera Encia Curva,Genérico,
32,MERGE,86e24dc5-8360-4813-9b7a-1147ea97b1c0,Lima K Access 31mm,Lima K M – Access 31mm Dentsply,,
32,KEEP,15cf8b77-0164-449d-a68d-6569872212b7,Lima K M – Access 31mm Dentsply,Lima K M – Access 31mm Dentsply,Dentsply,e4a0a58e-7f39-48fb-88bf-ab3c35beeda3
33,KEEP,bc367599-e082-4623-988a-0e88562e10c1,Destilador de Agua,Destilador de Agua,Vossler,
33,MERGE,c213d21a-5adc-4fbc-a1d9-2c236bcebafb,Destilador De Agua,Destilador de Agua,Vossler,
34,KEEP,5243f47f-e667-48a1-9ef0-e2a6f75c7697,Espátula de Lecron,Espátula de Lecron,Genérico,
34,MERGE,6634a7fe-501d-4007-bb5b-6afa39ca4e24,Espatula De Lecron,Espátula de Lecron,Genérico,1c12aa72-c677-4afa-b331-5b89bcffb6c9
35,MERGE,ec4a70ce-e8d2-4770-a08d-64c48d987fc2,Opalescence Go 15%,"Opalescence Go 15%, UltraDent",Ultradent,
35,KEEP,564f6c58-fb1d-4445-8508-d05594f53174,"Opalescence Go 15%, UltraDent","Opalescence Go 15%, UltraDent",Ultradent,
36,KEEP,935f1eb3-c666-4052-b841-d73c703532a0,Porta Clamps Recto,Porta Clamps Recto,Genérico,
36,MERGE,922ad93f-17ea-4c3b-be3e-138a37328515,Porta clamps recto Medinox,Porta Clamps Recto,Medinox,
37,KEEP,545ebc0b-3e95-4b9d-adfe-996ac59a1611,Vaso Dappen Vidrio,Vaso Dappen Vidrio,Genérico,
37,MERGE,ab91a1ea-5738-469b-bc66-1652a976c962,Vaso Dappen De Vidrio,Vaso Dappen Vidrio,,
38,KEEP,350a26c9-9986-4d21-9027-d4527888018f,Forcep Pico de Loro,Forcep Pico de Loro,Medimax,
38,MERGE,c396e342-2f82-46f0-b272-9c1e3fa9a657,Fórcep Pico de Loro,Forcep Pico de Loro,Medimax,
39,KEEP,46a22387-8283-42ac-aca7-d835f9c68734,Acople Fona con Luz,Acople Fona con Luz,,
39,MERGE,3ccf371c-60c1-4630-8655-ff3c621fb34e,Acople Fona Sirona C/Luz,Acople Fona con Luz,,
40,KEEP,85582bfa-b5b2-41e8-b0f1-91ebaf2c1c06,Calibrador De Metal,Calibrador De Metal,Genérico,1c12aa72-c677-4afa-b331-5b89bcffb6c9
40,MERGE,ad5115c7-9110-429d-b8bb-00b26a7486df,Calibrador de Metal,Calibrador De Metal,Genérico,1c12aa72-c677-4afa-b331-5b89bcffb6c9
41,KEEP,d6c0ab32-0ccf-49e2-8bbf-cf96d3c087ae,FORMOCRESOL MAQUIRA,FORMOCRESOL MAQUIRA,,
41,MERGE,ace4da1b-2423-4e09-8cf4-88fa9d7ebdbc,Formocresol Maquira,FORMOCRESOL MAQUIRA,Maquira,
42,KEEP,3ff215bd-35d1-4868-9797-cd9205ba96e6,Fresa Peeso 32mm #1,Fresa Peeso 32mm #1,Mani,
42,MERGE,11844aa3-e7fc-4ca4-8e79-577db55d842c,Fresa Peeso 32mm #1-6,Fresa Peeso 32mm #1,Mani,
43,KEEP,73805cb2-ee4c-4723-9265-9b096bd445e2,MI Paste Plus Menta,MI Paste Plus Menta,GC America,
43,MERGE,4cf2a6de-04bb-4b24-a395-d2503e4fde84,MI Paste Plus Frutilla,MI Paste Plus Menta,GC America,
44,KEEP,2a1ac180-48af-4bc4-b268-61f21f6357c0,Porta Discos Soflex,Porta Discos Soflex,Microdont,1c12aa72-c677-4afa-b331-5b89bcffb6c9
44,MERGE,25a17a36-8c9a-4bb1-88c4-f90d7da052bd,Porta Disco Para Discos Soflex,Porta Discos Soflex,,fe3759d1-e08d-43ec-b9e7-f4ecb45827a4
44,MERGE,f2fa367b-c974-4c50-bb00-f0ef03aacb95,Porta Discos Soflex Microdont,Porta Discos Soflex,Microdont,
45,MERGE,7e9743b9-78ae-4adc-9eca-b82f2df8a439,Cureta Gracey 13/14,Cureta Gracey Premier 13/14,Gipfel,
45,KEEP,45e50255-9a49-4412-8730-17ca2070e0cf,Cureta Gracey Premier 13/14,Cureta Gracey Premier 13/14,Gipfel,1c12aa72-c677-4afa-b331-5b89bcffb6c9
45,MERGE,24250f25-1b16-413e-a314-016603c9d7f1,Cureta Gracey Importada 13/14,Cureta Gracey Premier 13/14,,
46,KEEP,1823ec68-dac0-4afe-a6b7-121c4ed240b3,Mango de Bisturi #3,Mango de Bisturi #3,Genérico,
46,MERGE,f79b130b-d7af-4a41-8511-ef656a9923ca,Mango Para Bisturí N°3,Mango de Bisturi #3,,
47,KEEP,efd1f682-8873-4f9a-ba7f-79ca5fa1668d,Bruñidor Pera Bolita,Bruñidor Pera Bolita,Genérico,1c12aa72-c677-4afa-b331-5b89bcffb6c9
47,MERGE,4222a342-71cd-4b60-a948-fe3f67bd9d02,Bruñidor Pera-Bolita Medimax,Bruñidor Pera Bolita,,
47,MERGE,19a973de-49bc-4324-b43d-3a6e26d82d08,Bruñidor Bolita-Pera,Bruñidor Pera Bolita,Genérico,
48,KEEP,29fe9420-fe47-47c6-9e98-6159650339cc,Base de Titanio H2mm,Base de Titanio H2mm,,
48,MERGE,16c22925-13c8-49d9-ae12-071b2d70917d,Base de Titanio H2mm redondo,Base de Titanio H2mm,,
49,KEEP,d40fb0d0-4329-46e3-8e86-f63d1002f995,Alcohol de Quemar 1L,Alcohol de Quemar 1L,Genérico,
49,MERGE,a4f8ba93-83d9-40c4-bd29-9bb523b7ab44,Alcohol de quemar 1 Litro,Alcohol de Quemar 1L,Eksa Dental,
50,KEEP,d2ada7b9-10d7-49d7-ae26-3048525ccdce,Fresas Gates 32mm #6,Fresas Gates 32mm #6,Mani,
50,MERGE,7d94c82c-48e0-4695-8b85-e547feadf822,Fresas Gates 32mm #1-6,Fresas Gates 32mm #6,Mani,
50,MERGE,acf28a14-a1ac-4d69-9af2-5eaca8cfb63c,Fresa Gates 32mm 6 Unidades,Fresas Gates 32mm #6,,
51,KEEP,3a231886-0345-4b6e-9e88-2580ec0aa392,Lima H Size 25mm #35,Lima H Size 25mm #35,Mani,
51,MERGE,1e6244bb-61d9-4535-a726-2a010815527b,Lima H Size 25mm #25,Lima H Size 25mm #35,Mani,
52,KEEP,1da1058a-1ff4-4a68-b628-3fc4b0ff1f32,Lima H Size 25mm #15,Lima H Size 25mm #15,Mani,
52,MERGE,3d806f2d-49dc-4971-af98-8966838a717d,Lima H Size 25mm #15-40,Lima H Size 25mm #15,Mani,
53,KEEP,615b7891-55be-43a1-885c-ce5f49db59e6,Lima K Size 25mm #40,Lima K Size 25mm #40,Mani,
53,MERGE,30354751-0b1f-454c-983a-c21c6a92f382,Lima K Size 25mm #15-40,Lima K Size 25mm #40,Mani,
53,MERGE,1fc6b117-368d-46c3-a71f-8e0db4a9af69,Lima K Size 25mm #25,Lima K Size 25mm #40,Mani,
54,KEEP,c9157f4a-f6ec-4be2-9d7d-5e126e650c10,Alginato Cavex Cream,Alginato Cavex Cream,Cavex,
54,MERGE,3a843f48-945d-4f27-8baf-3eb00238b414,Alginato Cavex Cream 500gr,Alginato Cavex Cream,Cavex,
55,KEEP,f4a38a08-be8f-4496-966b-eb3a50ed0211,I-PAK Hilo Retractor,I-PAK Hilo Retractor,I-Dental,e4a0a58e-7f39-48fb-88bf-ab3c35beeda3
55,MERGE,89f6035c-abe5-40fc-9c7a-0c869d36ed88,I-Pak Hilo Retractor I-Dental,I-PAK Hilo Retractor,I-Dental,e4a0a58e-7f39-48fb-88bf-ab3c35beeda3
55,MERGE,def45b35-2594-4814-ba1e-a6477f8132ce,Hilo Retractor I-PAK I-Dental,I-PAK Hilo Retractor,I-Dental,
56,KEEP,e01f095d-cc2f-47ad-b789-878852e69f69,Lampara Modelo Super,Lampara Modelo Super,,
56,MERGE,7a1807ed-12f6-4fab-8b39-7d3464ad9825,Lampara Modelo Super Dual,Lampara Modelo Super,,
57,KEEP,c28ce173-f4c5-4a51-84b5-8a192890bf8b,Base de Titanio H3mm,Base de Titanio H3mm,,
57,MERGE,f4368d8e-53f1-4364-976a-4af3e82c5306,Base de Titanio H3mm Redondo,Base de Titanio H3mm,,
58,KEEP,25ca99ee-3730-4c76-a97c-53804c4f383e,Cemento Dual Duolink,Cemento Dual Duolink,Bisco,
58,MERGE,c819791f-ed77-4d0f-83b4-6fa54e669be1,Duolink Universal Cemento Dual,Cemento Dual Duolink,Bisco,
59,KEEP,da5abbde-7aaf-4205-a0a0-b1f4ffb2bb7e,Papel Articular Recto,Papel Articular Recto,Ritedent,
59,MERGE,da1a6870-11a3-4a2a-ba85-515d9ff3ba72,Papel articular recto Skydent,Papel Articular Recto,SkyDent,
59,MERGE,40d5dec1-c2fb-45ce-ac18-45aefb4afd60,Papel Articular Recto Eodontic,Papel Articular Recto,Eodontic,
59,MERGE,45d8ed9a-4c54-4383-afa9-b8b74c676027,Papel articular recto Becht,Papel Articular Recto,Becht,
60,KEEP,38009e30-28f2-4549-af23-21a985cd197e,RADIOVISOGRAFO BAOLAI,RADIOVISOGRAFO BAOLAI,,
60,MERGE,28431aa1-b98e-4c01-b7b6-3c85f82a538c,Radiovisografo Baolai,RADIOVISOGRAFO BAOLAI,,
61,KEEP,dd6d7287-90b3-4b18-ae7f-1c26cc435ab8,Alginato Siflex 450gr,Alginato Siflex 450gr,Genérico,
61,MERGE,6ae3837b-ebf9-4a0d-85ef-579d0f22d7c3,Alginato Siflex Regular 450gr.,Alginato Siflex 450gr,Genérico,
62,KEEP,84a23b37-d607-4880-9752-1fd6152133db,Set de Viaje Curaprox,Set de Viaje Curaprox,Curaprox,0ce764ed-7e71-4699-bba5-3a593c93a7c8
62,MERGE,98c99288-3cc5-4399-a2c8-49537220886a,Set Viaje Kids Curaprox,Set de Viaje Curaprox,Curaprox,
62,MERGE,aa1ed87d-0247-4900-a46c-726174221e60,Set de Viaje Ortodoncia Curaprox,Set de Viaje Curaprox,Curaprox,
62,MERGE,3c9d13b8-7a31-499d-911e-15e2a14de138,Set Dental de Viaje – Curaprox,Set de Viaje Curaprox,,
63,KEEP,96b84f0d-92f8-41dd-bdd0-62055e436e09,UltraCal XS Ultradent,UltraCal XS Ultradent,Ultradent,
63,MERGE,b4ad15f8-ce0c-4180-a6c3-89c059f94207,UltraCal XS – Ultradent,UltraCal XS Ultradent,,
63,MERGE,94f52123-17c8-482c-ac88-b97bc9e5b492,Ultracal XS – Ultradent,UltraCal XS Ultradent,,
64,KEEP,f91779ab-9df4-41e1-91de-8327cbafb904,Limas K manuales Kerr,Limas K manuales Kerr,Kerr,
64,MERGE,13fe014f-951f-418a-a4f5-c0f8d8b83ac9,Limas K-Files Manuales Kerr,Limas K manuales Kerr,,
65,KEEP,f537c834-b778-4211-b43f-f40033ad3d15,Limas H Manuales Kerr,Limas H Manuales Kerr,Kerr,
65,MERGE,db938b2f-478a-4e27-9e15-c5ad19ab0609,Limas H manuales Kerr,Limas H Manuales Kerr,Kerr,
66,KEEP,d6e3eb10-6cba-4c1c-bb06-3aefaa08894d,Vasos Dappen Silicona,Vasos Dappen Silicona,,
66,MERGE,b0243189-5273-4867-8515-39582962d4a3,Vasos Dappen de Silicona medianos,Vasos Dappen Silicona,,
66,MERGE,0d5e20c0-ad89-47fe-81ba-b063de4162e5,Vasos Dappen de Silicona grande,Vasos Dappen Silicona,,
67,KEEP,19d653ae-d04e-42db-a5dd-083c36490329,Perforador Goma Dique,Perforador Goma Dique,Gipfel,e4a0a58e-7f39-48fb-88bf-ab3c35beeda3
67,MERGE,1dd6ca67-d306-425f-83e3-9ef70b70a4bd,Perforador de Goma Dique,Perforador Goma Dique,Genérico,
67,MERGE,1d7f6c2c-4db1-46c2-b693-b451e34f6164,Perforador de goma dique Medinox,Perforador Goma Dique,Medinox,
68,KEEP,b9dea633-6d42-48d2-931b-b343b3221b0b,Cera rosada MichyDent,Cera rosada MichyDent,Michydent,
68,MERGE,e7b5569a-270a-4cc8-9e41-0668949f8caa,Cera Rosada – Michydent,Cera rosada MichyDent,,
69,KEEP,f5d421a1-0016-441c-bd4b-28c656d5b300,Banda Matriz Microdont,Banda Matriz Microdont,,
69,MERGE,0c68882d-b7aa-40df-b1b0-6e6f81b06b56,Banda Matriz (Variedades) – Microdont,Banda Matriz Microdont,,
70,KEEP,5829f280-0007-4c76-a244-73b942bb44ca,Espátula para Alginato,Espátula para Alginato,,
70,MERGE,28991899-7840-4ed3-8ec8-499ce725bac8,Espatula Para Alginato,Espátula para Alginato,,
71,KEEP,b3bbd26a-119e-454c-b6c1-10dac26184f0,Elevador recto mediano,Elevador recto mediano,Genérico,1c12aa72-c677-4afa-b331-5b89bcffb6c9
71,MERGE,16be54fd-b227-46f7-8b24-391ae88f24ec,Elevador Recto Mediano,Elevador recto mediano,Genérico,
72,KEEP,12450e2b-5b01-4252-a04a-bce69b6660f1,Ambar APS Adhesivo FGM,Ambar APS Adhesivo FGM,FGM,
72,MERGE,16ee4f46-1dc7-46aa-a223-2e170cde26f6,ADHESIVO AMBAR APS FGM 6ml,Ambar APS Adhesivo FGM,FGM,
72,MERGE,cb95a353-3177-4cb8-a38e-179929e37e40,ADHESIVO AMBAR UNIVERSAL APS FGM,Ambar APS Adhesivo FGM,FGM,
72,MERGE,61d475d5-a9b1-41cc-bd21-1f4dcd3d45ef,Ambar Adhesivo Universal APS FGM,Ambar APS Adhesivo FGM,FGM,
73,KEEP,6e996a05-608c-43f4-8364-f2d9a8f2f467,Alginato Al-Ortho Plus,Alginato Al-Ortho Plus,,
73,MERGE,9b0b2897-d49c-4f81-abf7-1519e6c34ad9,Alginato AL-ORTHO Plus,Alginato Al-Ortho Plus,,
74,KEEP,b435ff78-2c35-41a6-a771-27e5f7b5334b,Dispensador De Torulas,Dispensador De Torulas,,
74,MERGE,498b8cfe-1917-4ece-ba44-7d40aab60347,Dispensador de Tórulas,Dispensador De Torulas,Eksa Dental,
75,KEEP,47f0f7da-3b29-4409-932e-c4537d935e1f,Lima Flexible 25mm #40,Lima Flexible 25mm #40,Mani,
75,MERGE,5953a047-ece6-428a-9c1a-9788e4d64606,Lima Flexible 25mm #25,Lima Flexible 25mm #40,Mani,
76,KEEP,4fdfc838-c263-4b8c-8cc5-393e0cd45d0d,Gasa Estéril Cranberry,Gasa Estéril Cranberry,Cranberry,
76,MERGE,557a4133-3863-4c8f-ba54-7ede1c388d20,GASA ESTERIL CRANBERRY,Gasa Estéril Cranberry,Cranberry,
77,KEEP,afe56f01-c68e-465a-9cd3-6a8afb3b4b08,Arco De Young Metalico,Arco De Young Metalico,Medinox,1c12aa72-c677-4afa-b331-5b89bcffb6c9
77,MERGE,45e7e688-62dd-4025-98e6-958ec15433f7,Arco de Young metálico Medinox,Arco De Young Metalico,Medinox,
77,MERGE,af56c6a1-2452-4f2a-80a7-53746546dd2c,Arco de Young Metálico,Arco De Young Metalico,Genérico,
77,MERGE,778b3c43-46c6-45f2-b011-78c1923c93b7,Arco de Young Metálico Pediátrico,Arco De Young Metalico,,1c12aa72-c677-4afa-b331-5b89bcffb6c9
78,KEEP,02c2fbe5-206a-4566-bef8-4769078f1b66,Hilo Retractor Maquira,Hilo Retractor Maquira,Maquira,
78,MERGE,92c8fb76-fead-419f-89a7-1754263534f8,Hilo Retractor Maquira #0,Hilo Retractor Maquira,Maquira,
78,MERGE,bca12ae8-36e1-46e5-892f-b8b75d75688c,Hilo Retractor Maquira #000,Hilo Retractor Maquira,Maquira,
78,MERGE,1abe839a-26db-4d1c-a3a0-0a613172989e,Hilo Retractor (Variedades) Maquira,Hilo Retractor Maquira,,
78,MERGE,cffe4b30-785c-4e34-8771-5663ca4cdef2,Hilo Retractor Maquira #00,Hilo Retractor Maquira,Maquira,
79,KEEP,121004b9-52e7-4e22-93a7-ec64ac236e27,Sybone 1Gr. (0.5-1Mm.),Sybone 1Gr. (0.5-1Mm.),,
79,MERGE,ad3944ac-0e55-4169-83b0-145384482d3a,Sybone 1Gr. (0.1-0.5Mm.),Sybone 1Gr. (0.5-1Mm.),,
80,KEEP,b0cefda5-8f78-4438-996c-75610b190b8a,Turbina Pana Max 2 NSK,Turbina Pana Max 2 NSK,NSK,0ce764ed-7e71-4699-bba5-3a593c93a7c8
80,MERGE,af078140-e21d-405b-b241-e4edd518e741,Turbina Pana Max Plus 2 NSK,Turbina Pana Max 2 NSK,NSK,0ce764ed-7e71-4699-bba5-3a593c93a7c8
80,MERGE,6ba550a4-2b05-435b-8883-5e4e20e7879c,Rotor Turbina Pana Max 2 NSK,Turbina Pana Max 2 NSK,NSK,
81,KEEP,a42ae334-9df8-44b9-8dbf-c28333e248d3,Contra ángulo FX23 NSK,Contra ángulo FX23 NSK,NSK,
81,MERGE,dfbe5cda-d4f1-43ee-a9e5-dc1a19d60087,Rotor Contra-angulo FX23 NSK,Contra ángulo FX23 NSK,NSK,
82,MERGE,54045b14-2007-44c3-8c67-c8ef900e6f8c,Arco de Young Plastico,Arco de Young Plástico Maquira,Genérico,
